Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Case13 Spectral Count,Case3 Spectral Count,Case9 Spectral Count,Case12 Spectral Count,Case6 Spectral Count,Case8 Spectral Count,Case11 Spectral Count,Case16 Spectral Count,Case19 Spectral Count,Case15 Spectral Count,Case18 Spectral Count,Case7 Spectral Count,Case20 Spectral Count,Case10 Spectral Count,Case14 Spectral Count,Case4 Spectral Count,Case1 Spectral Count,Case17 Spectral Count,Case5 Spectral Count,Case2 Spectral Count,Control15 Spectral Count,Control1 Spectral Count,Control18 Spectral Count,Control3 Spectral Count,Control10 Spectral Count,Control11 Spectral Count,Control13 Spectral Count,Control17 Spectral Count,Control5 Spectral Count,Control16 Spectral Count,Control14 Spectral Count,Control6 Spectral Count,Control9 Spectral Count,Control20 Spectral Count,Control2 Spectral Count,Control7 Spectral Count,Control8 Spectral Count,Control19 Spectral Count,Control4 Spectral Count,Control12 Spectral Count,Case13 Unique Spectral Count,Case3 Unique Spectral Count,Case9 Unique Spectral Count,Case12 Unique Spectral Count,Case6 Unique Spectral Count,Case8 Unique Spectral Count,Case11 Unique Spectral Count,Case16 Unique Spectral Count,Case19 Unique Spectral Count,Case15 Unique Spectral Count,Case18 Unique Spectral Count,Case7 Unique Spectral Count,Case20 Unique Spectral Count,Case10 Unique Spectral Count,Case14 Unique Spectral Count,Case4 Unique Spectral Count,Case1 Unique Spectral Count,Case17 Unique Spectral Count,Case5 Unique Spectral Count,Case2 Unique Spectral Count,Control15 Unique Spectral Count,Control1 Unique Spectral Count,Control18 Unique Spectral Count,Control3 Unique Spectral Count,Control10 Unique Spectral Count,Control11 Unique Spectral Count,Control13 Unique Spectral Count,Control17 Unique Spectral Count,Control5 Unique Spectral Count,Control16 Unique Spectral Count,Control14 Unique Spectral Count,Control6 Unique Spectral Count,Control9 Unique Spectral Count,Control20 Unique Spectral Count,Control2 Unique Spectral Count,Control7 Unique Spectral Count,Control8 Unique Spectral Count,Control19 Unique Spectral Count,Control4 Unique Spectral Count,Control12 Unique Spectral Count,Case13 Total Spectral Count,Case3 Total Spectral Count,Case9 Total Spectral Count,Case12 Total Spectral Count,Case6 Total Spectral Count,Case8 Total Spectral Count,Case11 Total Spectral Count,Case16 Total Spectral Count,Case19 Total Spectral Count,Case15 Total Spectral Count,Case18 Total Spectral Count,Case7 Total Spectral Count,Case20 Total Spectral Count,Case10 Total Spectral Count,Case14 Total Spectral Count,Case4 Total Spectral Count,Case1 Total Spectral Count,Case17 Total Spectral Count,Case5 Total Spectral Count,Case2 Total Spectral Count,Control15 Total Spectral Count,Control1 Total Spectral Count,Control18 Total Spectral Count,Control3 Total Spectral Count,Control10 Total Spectral Count,Control11 Total Spectral Count,Control13 Total Spectral Count,Control17 Total Spectral Count,Control5 Total Spectral Count,Control16 Total Spectral Count,Control14 Total Spectral Count,Control6 Total Spectral Count,Control9 Total Spectral Count,Control20 Total Spectral Count,Control2 Total Spectral Count,Control7 Total Spectral Count,Control8 Total Spectral Count,Control19 Total Spectral Count,Control4 Total Spectral Count,Control12 Total Spectral Count,Case13 Intensity,Case3 Intensity,Case9 Intensity,Case12 Intensity,Case6 Intensity,Case8 Intensity,Case11 Intensity,Case16 Intensity,Case19 Intensity,Case15 Intensity,Case18 Intensity,Case7 Intensity,Case20 Intensity,Case10 Intensity,Case14 Intensity,Case4 Intensity,Case1 Intensity,Case17 Intensity,Case5 Intensity,Case2 Intensity,Control15 Intensity,Control1 Intensity,Control18 Intensity,Control3 Intensity,Control10 Intensity,Control11 Intensity,Control13 Intensity,Control17 Intensity,Control5 Intensity,Control16 Intensity,Control14 Intensity,Control6 Intensity,Control9 Intensity,Control20 Intensity,Control2 Intensity,Control7 Intensity,Control8 Intensity,Control19 Intensity,Control4 Intensity,Control12 Intensity,Case13 MaxLFQ Intensity,Case3 MaxLFQ Intensity,Case9 MaxLFQ Intensity,Case12 MaxLFQ Intensity,Case6 MaxLFQ Intensity,Case8 MaxLFQ Intensity,Case11 MaxLFQ Intensity,Case16 MaxLFQ Intensity,Case19 MaxLFQ Intensity,Case15 MaxLFQ Intensity,Case18 MaxLFQ Intensity,Case7 MaxLFQ Intensity,Case20 MaxLFQ Intensity,Case10 MaxLFQ Intensity,Case14 MaxLFQ Intensity,Case4 MaxLFQ Intensity,Case1 MaxLFQ Intensity,Case17 MaxLFQ Intensity,Case5 MaxLFQ Intensity,Case2 MaxLFQ Intensity,Control15 MaxLFQ Intensity,Control1 MaxLFQ Intensity,Control18 MaxLFQ Intensity,Control3 MaxLFQ Intensity,Control10 MaxLFQ Intensity,Control11 MaxLFQ Intensity,Control13 MaxLFQ Intensity,Control17 MaxLFQ Intensity,Control5 MaxLFQ Intensity,Control16 MaxLFQ Intensity,Control14 MaxLFQ Intensity,Control6 MaxLFQ Intensity,Control9 MaxLFQ Intensity,Control20 MaxLFQ Intensity,Control2 MaxLFQ Intensity,Control7 MaxLFQ Intensity,Control8 MaxLFQ Intensity,Control19 MaxLFQ Intensity,Control4 MaxLFQ Intensity,Control12 MaxLFQ Intensity
sp|P11766|ADHX_HUMAN,P11766,ADHX_HUMAN,ADH5,374,Homo sapiens,1:Experimental evidence at protein level,Alcohol dehydrogenase class-3,1,0.999,15,186,186,186,1,1,0,19,0,1,0,1,6,9,11,0,1,3,1,1,3,6,8,0,9,0,0,6,2,10,5,2,5,3,2,2,9,4,5,0,0,0,2,48,1,1,0,19,0,1,0,1,6,9,11,0,1,3,1,1,3,6,8,0,9,0,0,6,2,10,5,2,5,3,2,2,9,4,5,0,0,0,2,48,1,1,0,19,0,1,0,1,6,9,11,0,1,3,1,1,3,6,8,0,9,0,0,6,2,10,5,2,5,3,2,2,9,4,5,0,0,0,2,48,86397.83,9431.418,0,991048.3,0,138389.55,26558.736,81390.29,246173.78,196406.88,511347.47,0,34627.996,324021.22,69912.7,54782.742,91055.95,171453.66,305067.9,0,291135.3,0,0,273316.06,166418.44,348210.25,246681.38,253791.23,209536.19,125329.34,169771.92,170716.34,530882.3,306967.94,186044.77,0,0,0,81539.24,3662761,109415.62,27108.352,0,161004.6,0,61723.09,33223.65,45893.46,77586.984,79063.73,105715.52,0,35994.082,87868.92,88538.586,114161.81,66889.47,59653.016,83277.36,0,123530.055,0,0,92187.016,56986.777,72154.26,68689.56,120871.03,54921.734,44588.086,70366.66,66993.43,119015.3,100667.81,79976.34,0,0,0,79140.6,515864.06
sp|P11940|PABP1_HUMAN,P11940,PABP1_HUMAN,PABPC1,636,Homo sapiens,1:Experimental evidence at protein level,Polyadenylate-binding protein 1,1,0.999,14,31,1,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,415436.16,0,0,0,0,0,0,0,47644.375,0,0,0,0,0,0,0,0,0,51160.723,240254.55,0,0,0,0,0,0,24678.121,0,0,0,0,0,0,50460.844,0,0,0,0,38085.13,1003166.1,0,0,0,0,0,0,0,0,49439.125,0,0,0,0,0,0,0,0,0,53087.934,47565.082,0,0,0,0,0,0,25607.738,0,0,0,0,0,0,52361.69,0,0,0,0,39519.785,127560.91
sp|P12035|K2C3_HUMAN,P12035,K2C3_HUMAN,KRT3,628,Homo sapiens,1:Experimental evidence at protein level,"Keratin, type II cytoskeletal 3",1,0.999,20,5,4,1848,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175,19,61,86,50,41,54,49,31,68,34,34,39,41,91,27,19,38,39,14,24,45,37,17,34,40,53,49,31,39,60,33,70,37,31,43,51,60,58,26,0,0,0,44596.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23474.861,0,0,0,0,0,0,26106.578,0,0,0,44596.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23474.861,0,0,0,0,0,0,0
sp|P12081|HARS1_HUMAN,P12081,HARS1_HUMAN,HARS1,509,Homo sapiens,1:Experimental evidence at protein level,"Histidine--tRNA ligase, cytoplasmic",1,0.999,7,10,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53088.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296938.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P12104|FABPI_HUMAN,P12104,FABPI_HUMAN,FABP2,132,Homo sapiens,1:Experimental evidence at protein level,"Fatty acid-binding protein, intestinal",1,0.999,6,29,29,29,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142582.75,0,0,0,0,0,0,0,15092.326,0,0,0,0,0,315171.94,0,0,0,334699.03,0,0,0,171070.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95292.52,0,0,0,0,0,0,0,17871.496,0,0,0,0,0,62198.05,0,0,0,112930.38,0,0,0,57816.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P12107|COBA1_HUMAN,P12107,COBA1_HUMAN,COL11A1,1806,Homo sapiens,1:Experimental evidence at protein level,Collagen alpha-1(XI) chain,1,0.999,4,126,126,135,1,5,7,4,0,2,3,3,6,5,5,1,3,4,3,5,1,5,2,1,2,3,3,4,4,1,4,3,1,2,5,5,4,4,3,2,3,1,5,1,1,5,7,4,0,2,3,3,6,5,5,1,3,4,3,5,1,5,2,1,2,3,3,4,4,1,4,3,1,2,5,5,4,4,3,2,3,1,5,1,1,6,7,4,0,3,3,3,6,5,5,1,3,4,3,5,1,5,2,1,2,3,3,6,4,1,6,3,2,2,5,5,4,4,3,2,3,1,7,1,91470.2,660174.1,571351.75,519992.56,0,852309.1,651875.1,771558.6,771935.56,261950.1,893910.75,69550.11,162588.53,225273.12,61918.348,299295.84,75172.766,599773,131340.73,627728.9,64838.64,339303.44,226616.28,321288.47,219441.1,110534.54,394266.75,361721.6,164273.94,335642.16,147330.69,708803.75,691911.94,618430.1,588192.44,210837.22,305827.88,86788.36,502472.03,59816.84,132065.83,314659.16,348567.78,347881.7,0,460958.72,381777.94,484627.34,474433.12,173469.3,432266.25,100417.32,108527.62,148818.33,89398.484,187465.38,108535.375,276632.2,82937.55,750296.9,93614.836,227130.42,143927.86,184203.16,144945.78,74056.08,249433.53,240078.12,108338.836,211926.12,97496.305,432846.06,347633.5,367388.88,334700.28,252004.5,194088.62,125306.12,272064.94,86364.3
sp|P12109|CO6A1_HUMAN,P12109,CO6A1_HUMAN,COL6A1,1028,Homo sapiens,1:Experimental evidence at protein level,Collagen alpha-1(VI) chain,1,0.999,44,7482,7482,7482,130,66,95,186,33,170,121,153,152,355,299,124,124,170,121,74,48,225,215,39,336,250,139,222,333,243,206,93,248,195,319,156,230,250,285,191,187,156,315,228,130,66,95,186,33,170,121,153,152,355,299,124,124,170,121,74,48,225,215,39,336,250,139,222,333,243,206,93,248,195,319,156,230,250,285,191,187,156,315,228,130,66,95,186,33,170,121,153,152,355,299,124,124,170,121,74,48,225,215,39,336,250,139,222,333,243,206,93,248,195,319,156,230,250,285,191,187,156,315,228,1.27E+07,3105776.2,8001013,1.59E+07,1372244.5,1.66E+07,9159008,1.02E+07,1.90E+07,2.79E+07,2.13E+07,1.05E+07,1.28E+07,1.51E+07,8984429,5794498.5,2172166.5,2.29E+07,1.37E+07,2011506.2,2.50E+07,4.80E+07,1.99E+07,1.98E+07,2.73E+07,3.62E+07,1.93E+07,8646281,1.76E+07,1.47E+07,3.33E+07,1.43E+07,2.17E+07,2.60E+07,2.62E+07,1.79E+07,2.70E+07,1.14E+07,2.31E+07,2.68E+07,1994019.6,571797,1233925.8,2251739,424777.1,2336527.8,1501779.2,1572526.9,2666855,2992776.5,2756069.8,1674909.5,2097259.2,2122555.5,1556716.6,1012877.4,520349.44,3515024.5,2016538.9,454518.6,3124422.8,7377928.5,3339722.5,2565916.8,3521552.5,4698501,2579587,1621539.5,2739587.5,2136006.2,4375197,2310267.8,3006659,3735245.8,3748005,2829437.8,3865543.2,1705220.6,3575400.2,3369156.2
sp|P12110|CO6A2_HUMAN,P12110,CO6A2_HUMAN,COL6A2,1019,Homo sapiens,1:Experimental evidence at protein level,Collagen alpha-2(VI) chain,1,0.999,13,59,59,59,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,16,0,1,3,7,0,0,0,11,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,16,0,1,3,7,0,0,0,11,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,16,0,1,3,7,0,0,0,11,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,242832.17,0,0,0,0,70012.766,0,94807.15,100564.64,152314.69,0,87422.83,101139.1,0,809289.4,0,14826.983,103733.84,440534,0,57860.52,0,594251.7,8070.782,0,85118.87,0,15440.842,0,84498.32,0,56906.75,102908.67,54263.3,0,0,43461.52,0,0,0,87484.03,0,0,0,0,80051.836,0,54996.184,38879.625,64467.234,0,41928.453,64478.543,0,180401.83,0,77840.12,71617.1,137018.98,0,66157.086,0,139999.56,8531.951,0,36794.57,0,17654.89,0,96614.46,0,50075.78,54753.516,62044.07,0,0,49693.43,0,0
sp|P12111|CO6A3_HUMAN,P12111,CO6A3_HUMAN,COL6A3,3177,Homo sapiens,1:Experimental evidence at protein level,Collagen alpha-3(VI) chain,1,0.999,91,2789,2789,2789,30,106,50,56,21,91,52,93,73,115,105,47,47,64,29,168,37,56,76,50,74,53,39,150,97,42,85,49,68,60,71,55,101,92,104,42,32,71,95,43,30,106,50,56,21,91,52,93,73,115,105,47,47,64,29,168,37,56,76,50,74,53,39,150,97,42,85,49,68,60,71,55,101,92,104,42,32,71,95,43,30,106,50,56,21,91,52,93,73,115,105,47,47,64,29,168,37,56,76,50,74,53,39,150,97,42,85,49,68,60,71,55,101,92,104,42,32,71,95,43,5486967,1.23E+07,1.07E+07,1.16E+07,6422028.5,9354105,6861790,9366590,9569030,1.14E+07,7687969.5,9568152,8734579,7783049.5,4686025.5,2.39E+07,3882222.2,6289505.5,7406609,6685570,8059975,8021651,5843046,1.45E+07,6401800,4497927.5,9609727,6660839,5633895.5,6595105,4487724,6447333.5,1.06E+07,7687702,9793741,5530457.5,4816281,1.01E+07,5565030,5068426.5,1628485.9,1946616.1,2332302.8,2977045.8,1111968.9,2359564.2,2179858,2399315.5,2624386.5,3214521.2,1914971.5,2780344.8,2652070,2310501,2215108.8,3035383.2,1158214.5,1908941.9,2589978.8,1387812.1,2135825.5,2197745,2421686.2,3357737.5,1678159,1594945.1,2565032.2,3066406,1626814.1,2079477.4,1447963.5,1715682.8,2645099.2,2328323.8,2670218.5,2022270.2,1519381.8,2936629.5,1980011.1,1361362.4
sp|P12259|FA5_HUMAN,P12259,FA5_HUMAN,F5,2224,Homo sapiens,1:Experimental evidence at protein level,Coagulation factor V,1,0.999,3,62,62,62,0,1,1,1,1,3,3,3,2,1,2,0,3,1,0,1,0,2,3,0,0,1,3,1,4,0,1,2,2,1,1,2,4,3,3,3,0,0,3,0,0,1,1,1,1,3,3,3,2,1,2,0,3,1,0,1,0,2,3,0,0,1,3,1,4,0,1,2,2,1,1,2,4,3,3,3,0,0,3,0,0,1,1,1,1,3,3,3,2,1,2,0,3,1,0,1,0,2,3,0,0,1,3,1,4,0,1,2,2,1,1,2,4,3,3,3,0,0,3,0,0,92851.67,79175.67,203220.3,27592.719,219608.6,195948.02,253241.72,316565,118665.77,157814.33,0,168716.89,113910.086,0,138625.56,0,239826.1,64419.637,0,0,145318.05,72375.125,61519.5,167310.02,50857.504,124376.64,267469.8,60574.85,128192.15,106640.65,326563.38,141849.33,197865.66,225268.16,83417.94,0,0,114533.01,0,0,92851.67,79175.67,203220.3,0,185697.62,195948.02,225838.95,316565,118665.77,157814.33,0,168716.89,113910.086,0,138625.56,0,239826.1,0,0,0,145318.05,72375.125,61519.5,148097.2,50857.504,124376.64,267469.8,60574.85,128192.15,106640.65,292801.34,141849.33,197865.66,225268.16,83417.94,0,0,114533.01,0
sp|P12268|IMDH2_HUMAN,P12268,IMDH2_HUMAN,IMPDH2,514,Homo sapiens,1:Experimental evidence at protein level,Inosine-5'-monophosphate dehydrogenase 2,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145453.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P12270|TPR_HUMAN,P12270,TPR_HUMAN,TPR,2363,Homo sapiens,1:Experimental evidence at protein level,Nucleoprotein TPR,0.9945,0.999,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P12273|PIP_HUMAN,P12273,PIP_HUMAN,PIP,146,Homo sapiens,1:Experimental evidence at protein level,Prolactin-inducible protein,1,0.999,9,418,418,418,7,7,10,18,0,11,5,9,8,11,9,16,10,9,7,5,7,17,11,6,11,17,10,17,8,18,9,7,12,7,14,8,7,21,23,14,3,11,14,4,7,7,10,18,0,11,5,9,8,11,9,16,10,9,7,5,7,17,11,6,11,17,10,17,8,18,9,7,12,7,14,8,7,21,23,14,3,11,14,4,7,7,10,18,0,11,5,9,8,11,9,16,10,9,7,5,7,17,11,6,11,17,10,17,8,18,9,7,12,7,14,8,7,21,23,14,3,11,14,4,596992.94,223306.34,1325733.1,1311296.5,0,1189866.5,637356.9,756678.44,776559.6,967040.5,757973.06,1497807,1901945,838297.2,369546.6,384559.7,463565.2,1643043.1,1123197.5,288431.12,541031.6,1709989.5,1437581,2321389.8,462712.38,2568437,1095609.8,799340.8,641984.1,1490437.8,1245791.8,413505.16,479846.4,2994762.8,3032575.2,2311679.8,198305.25,976770.4,1450423.5,270737.88,250792.6,95260.336,553671.5,472838.47,0,447495.12,265526.62,326518.5,336449.53,398666.62,339078.16,566122.1,650355.5,335933.38,223222.62,169454.67,202911.11,608429.94,429793.25,133321.66,204909.33,600892.1,496868.12,839387.25,204220.28,922419.06,375257.2,396075.4,209110.77,587098.06,456578.75,171564.31,212466.7,1068008.1,938014.3,994464.2,120883.305,417894.47,650252.7,118875.086
sp|P12277|KCRB_HUMAN,P12277,KCRB_HUMAN,CKB,381,Homo sapiens,1:Experimental evidence at protein level,Creatine kinase B-type,1,0.999,9,38,38,38,0,0,0,0,0,5,0,0,6,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,6,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,6,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,191985.36,0,0,118233.11,51799.414,0,0,128848.25,0,0,0,0,0,0,0,181677.42,0,0,0,81377.45,130260.17,53679.613,0,82240.56,55232.734,141178.95,62275.992,0,49548.08,0,0,0,0,0,648203.4,0,0,0,0,0,82912.83,0,0,68889.445,52974.39,0,0,83020.01,0,0,0,0,0,0,0,56073.84,0,0,0,49964.02,58745.914,62484.492,0,43396.664,30415.684,63152.312,72490.91,0,57675.277,0,0,0,0,0,141426.39
sp|P12318|FCG2A_HUMAN,P12318,FCG2A_HUMAN,FCGR2A,317,Homo sapiens,1:Experimental evidence at protein level,Low affinity immunoglobulin gamma Fc region receptor II-a,1,0.999,3,23,3,23,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,5,1,0,1,0,0,0,0,76266.95,59290.188,0,44260.805,48652.758,59764.996,60846.867,0,0,0,0,43523.312,0,0,0,60680.633,0,0,0,0,0,94615.54,29821.227,25708.625,46737.234,0,69222.98,50668.38,0,0,98102.49,93542.22,102036.75,42660.812,0,93682.234,0,0,0,0,76266.95,59290.188,0,44260.805,48652.758,59764.996,60846.867,0,0,0,0,43523.312,0,0,0,60680.633,0,0,0,0,0,78049.68,29821.227,25708.625,46737.234,0,69222.98,50668.38,0,0,98102.49,93542.22,102036.75,42660.812,0,93682.234,0,0
sp|P12319|FCERA_HUMAN,P12319,FCERA_HUMAN,FCER1A,257,Homo sapiens,1:Experimental evidence at protein level,High affinity immunoglobulin epsilon receptor subunit alpha,0.9992,0.999,2,48,48,48,0,1,1,2,0,1,2,1,1,4,0,0,1,2,0,0,0,0,3,0,1,1,1,3,1,1,1,2,2,2,1,1,1,2,3,0,0,3,2,1,0,1,1,2,0,1,2,1,1,4,0,0,1,2,0,0,0,0,3,0,1,1,1,3,1,1,1,2,2,2,1,1,1,2,3,0,0,3,2,1,0,1,1,2,0,1,2,1,1,4,0,0,1,2,0,0,0,0,3,0,1,1,1,3,1,1,1,2,2,2,1,1,1,2,3,0,0,3,2,1,0,61633.992,68493.695,170476.97,0,63836.543,140451.95,122614.44,99030.84,185979.81,0,80906.13,54995.582,94354.47,0,0,0,0,133975.94,0,30919.64,79584.734,71016.43,65571.305,92145.44,106996.81,114131.79,85772.234,43204.45,127737,110104.2,53139.438,64928.98,142942.75,153227.84,0,0,186585.86,72790.71,30506.105,0,62908.92,69910.52,100776.266,0,65157.03,84702.97,72921.164,58603.844,85657.72,0,82579.71,56133.19,54029.46,0,0,0,0,73308.125,0,31559.229,48106.18,72485.44,66927.68,52723.58,65996.32,66503.62,87546.48,44098.152,73571.61,65259.504,54238.652,66272.07,80862.3,88999.4,0,0,108600.79,74296.42,31137.139
sp|P12429|ANXA3_HUMAN,P12429,ANXA3_HUMAN,ANXA3,323,Homo sapiens,1:Experimental evidence at protein level,Annexin A3,1,0.999,28,473,473,473,2,0,1,23,38,7,0,0,3,3,3,0,3,1,70,22,2,1,18,161,0,0,1,1,0,0,0,0,0,0,29,18,1,1,0,0,0,0,10,54,2,0,1,23,38,7,0,0,3,3,3,0,3,1,70,22,2,1,18,161,0,0,1,1,0,0,0,0,0,0,29,18,1,1,0,0,0,0,10,54,2,0,1,23,38,7,0,0,3,3,3,0,3,1,70,22,2,1,18,161,0,0,1,1,0,0,0,0,0,0,29,18,1,1,0,0,0,0,10,54,96360.65,0,54799.93,2242819.2,5584116.5,371124.62,0,0,240727.25,170204.83,49941.13,0,87534.91,105480.984,1.33E+07,1813828.2,80592,35610.582,825341.06,4.45E+07,0,0,47859.88,51399.21,7214.441,64150.184,59745.633,0,0,0,1344859.1,518532.06,47209.27,276870.1,0,0,0,0,361707.53,1.14E+07,94053.26,0,53487.723,314085.62,731701,85244.06,0,0,78646.33,74064.234,48745.27,0,52762.227,43798.36,1839976.2,251727.12,48611.816,34757.87,118342.516,4473314,0,0,121542.445,50168.438,9518.433,23774.883,90787.125,0,0,0,178949.5,95737.09,46078.824,73831.86,0,0,0,0,80569.664,1411358.9
sp|P12532|KCRU_HUMAN,P12532,KCRU_HUMAN,CKMT1A,417,Homo sapiens,1:Experimental evidence at protein level,"Creatine kinase U-type, mitochondrial",1,0.999,5,6,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41324.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126446.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
